time,SkinResponse,Name
220,7.91,Subject014
221,7.89,Subject014
222,7.88,Subject014
223,7.86,Subject014
224,7.85,Subject014
225,7.89,Subject014
226,7.88,Subject014
227,7.87,Subject014
228,7.91,Subject014
229,7.96,Subject014
230,7.96,Subject014
231,7.96,Subject014
232,7.95,Subject014
233,8.02,Subject014
234,8.16,Subject014
235,8.19,Subject014
236,8.16,Subject014
237,8.12,Subject014
238,8.11,Subject014
239,8.12,Subject014
240,8.1,Subject014
241,8.08,Subject014
242,8.05,Subject014
243,8.06,Subject014
244,8.15,Subject014
245,8.17,Subject014
246,8.15,Subject014
247,8.09,Subject014
248,8.1,Subject014
249,8.14,Subject014
250,8.15,Subject014
251,8.13,Subject014
252,8.1,Subject014
253,8.07,Subject014
254,8.07,Subject014
255,8.07,Subject014
256,8.04,Subject014
257,8.04,Subject014
258,8.06,Subject014
259,8.08,Subject014
260,8.05,Subject014
261,8.05,Subject014
262,8.05,Subject014
263,8.05,Subject014
264,8.06,Subject014
265,8.13,Subject014
266,8.25,Subject014
267,8.25,Subject014
268,8.25,Subject014
269,8.34,Subject014
270,8.43,Subject014
271,8.46,Subject014
272,8.43,Subject014
273,8.56,Subject014
274,8.72,Subject014
275,8.81,Subject014
276,8.85,Subject014
277,8.88,Subject014
278,8.87,Subject014
279,8.87,Subject014
280,8.9,Subject014
281,8.97,Subject014
282,8.97,Subject014
283,8.93,Subject014
284,8.87,Subject014
285,8.84,Subject014
286,8.93,Subject014
287,8.96,Subject014
288,8.91,Subject014
289,8.85,Subject014
290,8.83,Subject014
291,8.92,Subject014
292,8.94,Subject014
293,8.9,Subject014
294,8.95,Subject014
295,9.07,Subject014
296,9.06,Subject014
297,9.04,Subject014
298,8.96,Subject014
299,8.88,Subject014
300,8.96,Subject014
301,9.18,Subject014
302,9.29,Subject014
303,9.27,Subject014
304,9.21,Subject014
305,9.16,Subject014
306,9.2,Subject014
307,9.21,Subject014
308,9.18,Subject014
309,9.2,Subject014
310,9.23,Subject014
311,9.25,Subject014
312,9.34,Subject014
313,9.36,Subject014
314,9.33,Subject014
315,9.29,Subject014
316,9.22,Subject014
317,9.14,Subject014
318,9.15,Subject014
319,9.18,Subject014
320,9.2,Subject014
321,9.28,Subject014
322,9.34,Subject014
323,9.29,Subject014
324,9.24,Subject014
325,9.29,Subject014
326,9.29,Subject014
327,9.21,Subject014
328,9.23,Subject014
329,9.23,Subject014
330,9.17,Subject014
331,9.12,Subject014
332,9.06,Subject014
333,9.12,Subject014
334,9.32,Subject014
335,9.4,Subject014
336,9.31,Subject014
337,9.18,Subject014
338,9.13,Subject014
339,9.11,Subject014
340,9.12,Subject014
341,9.08,Subject014
342,9.17,Subject014
343,9.26,Subject014
344,9.24,Subject014
345,9.24,Subject014
346,9.28,Subject014
347,9.32,Subject014
348,9.31,Subject014
349,9.32,Subject014
350,9.4,Subject014
351,9.5,Subject014
352,9.59,Subject014
353,9.71,Subject014
354,9.72,Subject014
355,9.74,Subject014
356,9.7,Subject014
357,9.68,Subject014
358,9.92,Subject014
359,10.0,Subject014
360,10.01,Subject014
361,9.95,Subject014
362,9.95,Subject014
363,10.14,Subject014
364,10.15,Subject014
365,10.24,Subject014
366,10.39,Subject014
367,10.43,Subject014
368,10.36,Subject014
369,10.26,Subject014
370,10.48,Subject014
371,10.63,Subject014
372,10.6,Subject014
373,10.58,Subject014
374,10.75,Subject014
375,10.78,Subject014
376,10.66,Subject014
377,10.55,Subject014
378,10.57,Subject014
379,10.56,Subject014
380,10.53,Subject014
381,10.54,Subject014
382,10.66,Subject014
383,10.56,Subject014
384,10.46,Subject014
385,10.36,Subject014
386,10.36,Subject014
387,10.37,Subject014
388,10.31,Subject014
389,10.3,Subject014
390,10.21,Subject014
391,10.12,Subject014
392,10.07,Subject014
393,10.03,Subject014
394,9.96,Subject014
395,9.89,Subject014
396,9.88,Subject014
397,9.85,Subject014
398,9.77,Subject014
399,9.87,Subject014
400,9.84,Subject014
401,9.71,Subject014
402,9.62,Subject014
403,9.64,Subject014
404,9.57,Subject014
405,9.52,Subject014
406,9.62,Subject014
407,9.58,Subject014
408,9.49,Subject014
409,9.43,Subject014
410,9.41,Subject014
411,9.42,Subject014
412,9.56,Subject014
413,9.69,Subject014
414,9.85,Subject014
415,10.07,Subject014
416,10.25,Subject014
417,10.28,Subject014
418,10.56,Subject014
419,10.72,Subject014
420,11.0,Subject014
421,11.03,Subject014
422,10.9,Subject014
423,10.91,Subject014
424,10.83,Subject014
425,11.02,Subject014
426,11.25,Subject014
427,11.21,Subject014
428,11.08,Subject014
429,10.89,Subject014
430,10.85,Subject014
431,11.14,Subject014
432,11.06,Subject014
433,10.91,Subject014
434,10.87,Subject014
435,10.89,Subject014
436,11.05,Subject014
437,11.12,Subject014
438,11.11,Subject014
439,11.05,Subject014
440,10.98,Subject014
441,10.85,Subject014
442,10.98,Subject014
443,11.1,Subject014
444,11.3,Subject014
445,11.42,Subject014
446,11.51,Subject014
447,11.56,Subject014
448,11.41,Subject014
449,11.34,Subject014
450,11.3,Subject014
451,11.34,Subject014
452,11.53,Subject014
453,11.63,Subject014
454,11.5,Subject014
455,11.4,Subject014
456,11.3,Subject014
457,11.47,Subject014
458,11.35,Subject014
459,11.29,Subject014
460,11.24,Subject014
461,11.18,Subject014
462,11.16,Subject014
463,11.02,Subject014
464,10.94,Subject014
465,10.98,Subject014
466,10.99,Subject014
467,10.95,Subject014
468,10.87,Subject014
469,10.79,Subject014
470,10.79,Subject014
471,10.95,Subject014
472,10.99,Subject014
473,11.03,Subject014
474,11.03,Subject014
475,10.97,Subject014
476,11.22,Subject014
477,11.25,Subject014
478,11.35,Subject014
479,11.46,Subject014
480,11.61,Subject014
481,11.47,Subject014
482,11.63,Subject014
483,11.62,Subject014
484,11.42,Subject014
485,11.25,Subject014
486,11.17,Subject014
487,11.19,Subject014
488,11.31,Subject014
489,11.27,Subject014
490,11.23,Subject014
491,11.18,Subject014
492,11.26,Subject014
493,11.19,Subject014
494,11.04,Subject014
495,10.95,Subject014
496,10.82,Subject014
497,10.95,Subject014
498,11.19,Subject014
499,11.09,Subject014
500,11.16,Subject014
501,11.25,Subject014
502,11.29,Subject014
503,11.09,Subject014
504,11.06,Subject014
505,11.06,Subject014
506,10.98,Subject014
507,10.96,Subject014
508,10.94,Subject014
509,10.94,Subject014
510,10.99,Subject014
511,10.94,Subject014
512,10.94,Subject014
513,10.83,Subject014
514,10.74,Subject014
515,10.7,Subject014
516,10.76,Subject014
517,10.93,Subject014
518,10.8,Subject014
519,10.66,Subject014
520,10.64,Subject014
521,10.66,Subject014
522,10.59,Subject014
523,10.66,Subject014
524,10.69,Subject014
525,10.59,Subject014
526,10.57,Subject014
527,10.64,Subject014
528,10.71,Subject014
529,10.68,Subject014
530,10.59,Subject014
531,10.67,Subject014
532,10.68,Subject014
533,10.66,Subject014
534,10.67,Subject014
535,10.74,Subject014
536,10.85,Subject014
537,10.87,Subject014
538,10.96,Subject014
539,10.99,Subject014
540,10.88,Subject014
541,10.81,Subject014
542,10.82,Subject014
543,10.81,Subject014
544,10.78,Subject014
545,10.78,Subject014
546,10.97,Subject014
547,10.96,Subject014
548,10.86,Subject014
549,10.77,Subject014
550,10.76,Subject014
551,11.07,Subject014
552,11.15,Subject014
553,10.97,Subject014
554,10.81,Subject014
555,10.71,Subject014
556,10.64,Subject014
557,10.65,Subject014
558,10.66,Subject014
559,10.62,Subject014
560,10.74,Subject014
561,10.88,Subject014
562,10.93,Subject014
563,11.02,Subject014
564,11.14,Subject014
565,11.36,Subject014
566,11.49,Subject014
567,11.44,Subject014
568,11.26,Subject014
569,11.16,Subject014
570,11.12,Subject014
571,11.06,Subject014
572,11.1,Subject014
573,11.21,Subject014
574,11.14,Subject014
575,11.02,Subject014
576,10.99,Subject014
577,11.05,Subject014
578,10.95,Subject014
579,10.93,Subject014
580,10.94,Subject014
581,10.81,Subject014
582,10.72,Subject014
583,10.67,Subject014
584,10.68,Subject014
585,10.84,Subject014
586,10.82,Subject014
587,10.78,Subject014
588,10.67,Subject014
589,10.57,Subject014
590,10.57,Subject014
591,10.6,Subject014
592,10.55,Subject014
593,10.57,Subject014
594,10.52,Subject014
595,10.46,Subject014
596,10.42,Subject014
597,10.51,Subject014
598,10.91,Subject014
599,11.03,Subject014
600,10.87,Subject014
601,10.87,Subject014
602,10.96,Subject014
603,11.05,Subject014
604,11.14,Subject014
605,11.09,Subject014
606,11.3,Subject014
607,11.71,Subject014
608,12.14,Subject014
609,12.36,Subject014
610,12.33,Subject014
611,12.35,Subject014
612,12.23,Subject014
613,12.15,Subject014
614,12.23,Subject014
615,12.14,Subject014
616,12.14,Subject014
617,12.13,Subject014
618,12.2,Subject014
619,12.44,Subject014
620,12.59,Subject014
621,12.39,Subject014
622,12.02,Subject014
623,11.96,Subject014
624,11.99,Subject014
625,12.05,Subject014
626,12.09,Subject014
627,12.06,Subject014
628,12.34,Subject014
629,12.53,Subject014
630,12.38,Subject014
631,12.06,Subject014
632,12.33,Subject014
633,12.3,Subject014
634,12.06,Subject014
635,12.17,Subject014
636,12.15,Subject014
637,12.24,Subject014
638,12.15,Subject014
639,12.15,Subject014
640,12.02,Subject014
641,11.86,Subject014
642,11.92,Subject014
643,12.15,Subject014
644,12.07,Subject014
645,12.21,Subject014
646,12.52,Subject014
647,12.58,Subject014
648,12.33,Subject014
649,12.35,Subject014
650,12.49,Subject014
651,12.66,Subject014
652,12.48,Subject014
653,12.24,Subject014
654,12.15,Subject014
655,12.26,Subject014
656,12.2,Subject014
657,12.16,Subject014
658,12.46,Subject014
659,12.41,Subject014
660,12.42,Subject014
661,12.31,Subject014
662,12.01,Subject014
663,11.87,Subject014
664,11.82,Subject014
665,11.85,Subject014
666,11.98,Subject014
667,11.95,Subject014
668,11.81,Subject014
669,11.94,Subject014
670,12.05,Subject014
671,12.06,Subject014
672,11.9,Subject014
673,11.76,Subject014
674,11.67,Subject014
675,11.56,Subject014
676,11.74,Subject014
677,11.94,Subject014
678,12.11,Subject014
679,12.17,Subject014
680,11.94,Subject014
681,11.74,Subject014
682,11.71,Subject014
683,11.79,Subject014
684,11.82,Subject014
685,11.92,Subject014
686,11.78,Subject014
687,11.71,Subject014
688,11.85,Subject014
689,11.83,Subject014
690,11.89,Subject014
691,11.9,Subject014
692,11.87,Subject014
693,11.99,Subject014
694,12.12,Subject014
695,12.0,Subject014
696,12.23,Subject014
697,12.13,Subject014
698,11.95,Subject014
699,11.88,Subject014
700,11.86,Subject014
701,11.78,Subject014
702,11.69,Subject014
703,11.68,Subject014
704,11.62,Subject014
705,11.63,Subject014
706,11.75,Subject014
707,11.8,Subject014
708,11.67,Subject014
709,11.56,Subject014
710,11.65,Subject014
711,11.99,Subject014
712,12.32,Subject014
713,12.54,Subject014
714,12.48,Subject014
715,12.18,Subject014
716,12.04,Subject014
717,11.97,Subject014
718,11.99,Subject014
719,12.18,Subject014
720,12.48,Subject014
721,12.6,Subject014
722,12.66,Subject014
723,12.56,Subject014
724,12.45,Subject014
725,12.06,Subject014
726,12.05,Subject014
727,12.34,Subject014
728,12.38,Subject014
729,12.7,Subject014
730,12.52,Subject014
731,12.49,Subject014
732,12.66,Subject014
733,12.85,Subject014
734,12.57,Subject014
735,12.31,Subject014
736,12.14,Subject014
737,12.06,Subject014
738,12.05,Subject014
739,12.03,Subject014
740,12.03,Subject014
741,11.95,Subject014
742,11.88,Subject014
743,11.83,Subject014
744,11.81,Subject014
745,11.91,Subject014
746,12.2,Subject014
747,12.3,Subject014
748,12.13,Subject014
749,12.08,Subject014
750,12.23,Subject014
751,12.24,Subject014
752,12.07,Subject014
753,12.01,Subject014
754,12.27,Subject014
755,12.17,Subject014
756,12.03,Subject014
757,11.99,Subject014
758,11.92,Subject014
759,11.82,Subject014
760,11.75,Subject014
761,11.7,Subject014
762,11.68,Subject014
763,11.9,Subject014
764,11.98,Subject014
765,12.0,Subject014
766,11.89,Subject014
767,11.72,Subject014
768,11.84,Subject014
769,11.95,Subject014
770,11.97,Subject014
771,12.05,Subject014
772,12.4,Subject014
773,12.63,Subject014
774,13.0,Subject014
775,13.03,Subject014
776,12.98,Subject014
777,12.74,Subject014
778,13.0,Subject014
779,13.25,Subject014
780,13.19,Subject014
781,13.36,Subject014
782,13.13,Subject014
783,12.94,Subject014
784,12.86,Subject014
785,13.17,Subject014
786,13.04,Subject014
787,12.95,Subject014
788,13.04,Subject014
789,13.2,Subject014
790,13.39,Subject014
791,13.15,Subject014
792,13.31,Subject014
793,13.76,Subject014
794,13.92,Subject014
795,14.01,Subject014
796,14.12,Subject014
797,14.26,Subject014
798,14.23,Subject014
799,14.14,Subject014
800,13.83,Subject014
801,13.75,Subject014
802,13.6,Subject014
803,13.52,Subject014
804,13.6,Subject014
805,13.4,Subject014
806,13.43,Subject014
807,13.38,Subject014
808,13.16,Subject014
809,12.97,Subject014
810,12.95,Subject014
811,12.82,Subject014
812,12.69,Subject014
813,12.61,Subject014
814,12.53,Subject014
815,12.67,Subject014
816,12.69,Subject014
817,12.93,Subject014
818,12.88,Subject014
819,12.67,Subject014
820,12.41,Subject014
821,12.37,Subject014
822,12.31,Subject014
823,12.34,Subject014
824,12.53,Subject014
825,12.39,Subject014
826,12.29,Subject014
827,12.24,Subject014
828,12.21,Subject014
829,12.57,Subject014
830,12.56,Subject014
831,12.57,Subject014
832,12.46,Subject014
833,12.39,Subject014
834,12.23,Subject014
835,12.06,Subject014
836,12.02,Subject014
837,12.04,Subject014
838,12.09,Subject014
839,12.02,Subject014
840,11.98,Subject014
841,12.11,Subject014
842,12.35,Subject014
843,12.66,Subject014
844,12.71,Subject014
845,12.77,Subject014
846,12.65,Subject014
847,12.47,Subject014
848,12.59,Subject014
849,12.56,Subject014
850,12.55,Subject014
851,12.82,Subject014
852,12.97,Subject014
853,13.02,Subject014
854,12.74,Subject014
855,12.91,Subject014
856,13.29,Subject014
857,13.08,Subject014
858,12.81,Subject014
859,12.77,Subject014
860,12.96,Subject014
861,12.89,Subject014
862,12.97,Subject014
863,12.98,Subject014
864,12.99,Subject014
865,12.93,Subject014
866,12.72,Subject014
867,12.55,Subject014
868,12.46,Subject014
869,12.52,Subject014
870,12.43,Subject014
871,12.33,Subject014
872,12.29,Subject014
873,12.32,Subject014
874,12.32,Subject014
875,12.43,Subject014
876,12.27,Subject014
877,12.16,Subject014
878,12.34,Subject014
879,12.32,Subject014
880,12.37,Subject014
881,12.42,Subject014
882,12.66,Subject014
883,12.84,Subject014
884,13.3,Subject014
885,13.43,Subject014
886,13.38,Subject014
887,13.21,Subject014
888,12.97,Subject014
889,12.87,Subject014
890,12.78,Subject014
891,12.71,Subject014
892,12.93,Subject014
893,13.24,Subject014
894,13.01,Subject014
895,12.9,Subject014
896,12.81,Subject014
897,12.76,Subject014
898,12.83,Subject014
899,12.68,Subject014
900,12.63,Subject014
901,12.53,Subject014
902,12.54,Subject014
903,12.74,Subject014
904,12.87,Subject014
905,13.07,Subject014
906,13.31,Subject014
907,13.35,Subject014
908,13.62,Subject014
909,13.92,Subject014
910,14.04,Subject014
911,13.88,Subject014
912,14.07,Subject014
913,13.88,Subject014
914,13.61,Subject014
915,13.49,Subject014
916,13.4,Subject014
917,13.34,Subject014
918,13.31,Subject014
919,13.49,Subject014
920,13.57,Subject014
921,13.25,Subject014
922,13.37,Subject014
923,13.4,Subject014
924,13.16,Subject014
925,12.97,Subject014
926,13.09,Subject014
927,13.16,Subject014
928,12.93,Subject014
929,12.77,Subject014
930,12.74,Subject014
931,12.82,Subject014
932,12.73,Subject014
933,12.77,Subject014
934,12.84,Subject014
935,12.87,Subject014
936,12.67,Subject014
937,12.51,Subject014
938,12.4,Subject014
939,12.42,Subject014
940,12.48,Subject014
941,12.38,Subject014
942,12.5,Subject014
943,12.55,Subject014
944,12.53,Subject014
945,12.35,Subject014
946,12.23,Subject014
947,12.26,Subject014
948,12.35,Subject014
949,12.49,Subject014
950,12.34,Subject014
951,12.36,Subject014
952,12.32,Subject014
953,12.35,Subject014
954,12.75,Subject014
955,13.24,Subject014
956,13.58,Subject014
957,13.91,Subject014
958,14.35,Subject014
959,14.36,Subject014
960,14.21,Subject014
961,14.28,Subject014
962,13.98,Subject014
963,13.99,Subject014
964,14.0,Subject014
965,13.93,Subject014
966,14.09,Subject014
967,13.88,Subject014
968,13.69,Subject014
969,13.78,Subject014
970,13.53,Subject014
971,13.35,Subject014
972,13.21,Subject014
973,13.18,Subject014
974,13.32,Subject014
975,13.24,Subject014
976,13.09,Subject014
977,12.97,Subject014
978,12.84,Subject014
979,12.81,Subject014
980,12.83,Subject014
981,12.73,Subject014
982,12.63,Subject014
983,12.54,Subject014
984,12.47,Subject014
985,12.58,Subject014
986,12.61,Subject014
987,12.48,Subject014
988,12.38,Subject014
989,12.31,Subject014
990,12.22,Subject014
991,12.19,Subject014
992,12.42,Subject014
993,12.32,Subject014
994,12.23,Subject014
995,12.43,Subject014
996,12.38,Subject014
997,12.19,Subject014
998,12.33,Subject014
999,12.39,Subject014
1000,12.25,Subject014
1001,12.26,Subject014
1002,12.22,Subject014
1003,12.1,Subject014
1004,12.23,Subject014
1005,12.64,Subject014
1006,12.56,Subject014
1007,12.41,Subject014
1008,12.59,Subject014
1009,12.76,Subject014
1010,12.73,Subject014
1011,12.73,Subject014
1012,13.08,Subject014
1013,13.13,Subject014
1014,12.87,Subject014
1015,12.95,Subject014
1016,12.87,Subject014
1017,12.98,Subject014
1018,13.08,Subject014
1019,12.84,Subject014
1020,12.71,Subject014
1021,12.61,Subject014
1022,12.59,Subject014
1023,12.95,Subject014
1024,13.0,Subject014
1025,12.95,Subject014
1026,12.69,Subject014
1027,12.52,Subject014
1028,12.66,Subject014
1029,12.74,Subject014
1030,12.52,Subject014
1031,12.61,Subject014
1032,12.62,Subject014
1033,12.5,Subject014
1034,12.69,Subject014
1035,12.73,Subject014
1036,12.66,Subject014
1037,12.83,Subject014
1038,12.67,Subject014
1039,12.58,Subject014
1040,12.66,Subject014
1041,12.78,Subject014
1042,12.65,Subject014
1043,12.71,Subject014
1044,12.6,Subject014
1045,12.47,Subject014
1046,12.38,Subject014
1047,12.32,Subject014
1048,12.68,Subject014
1049,12.78,Subject014
1050,12.74,Subject014
1051,12.72,Subject014
1052,12.58,Subject014
1053,12.58,Subject014
1054,12.61,Subject014
1055,12.68,Subject014
1056,12.78,Subject014
1057,12.94,Subject014
1058,12.97,Subject014
1059,12.8,Subject014
1060,12.83,Subject014
1061,12.97,Subject014
1062,13.04,Subject014
1063,12.98,Subject014
1064,12.89,Subject014
1065,12.71,Subject014
1066,12.75,Subject014
1067,12.94,Subject014
1068,13.01,Subject014
1069,12.87,Subject014
1070,12.76,Subject014
1071,12.78,Subject014
1072,12.66,Subject014
1073,12.59,Subject014
1074,12.56,Subject014
1075,12.51,Subject014
1076,12.46,Subject014
1077,12.55,Subject014
1078,12.55,Subject014
1079,12.61,Subject014
1080,12.93,Subject014
1081,12.86,Subject014
1082,12.66,Subject014
1083,12.77,Subject014
1084,12.74,Subject014
1085,12.59,Subject014
1086,12.52,Subject014
1087,12.74,Subject014
1088,13.36,Subject014
1089,13.57,Subject014
1090,13.73,Subject014
1091,13.82,Subject014
1092,13.87,Subject014
1093,13.71,Subject014
1094,13.83,Subject014
1095,13.86,Subject014
1096,13.5,Subject014
1097,13.42,Subject014
1098,13.61,Subject014
1099,13.9,Subject014
1100,13.68,Subject014
1101,13.45,Subject014
0,6.15,Subject015
1,6.23,Subject015
2,6.27,Subject015
3,6.31,Subject015
4,6.36,Subject015
5,6.35,Subject015
6,6.32,Subject015
7,6.29,Subject015
8,6.24,Subject015
9,6.19,Subject015
10,6.14,Subject015
11,6.19,Subject015
12,6.34,Subject015
13,6.38,Subject015
14,6.33,Subject015
15,6.26,Subject015
16,6.2,Subject015
17,6.13,Subject015
18,6.07,Subject015
19,6.06,Subject015
20,6.06,Subject015
21,6.03,Subject015
22,5.99,Subject015
23,6.0,Subject015
24,6.2,Subject015
25,6.33,Subject015
26,6.41,Subject015
27,6.38,Subject015
28,6.31,Subject015
29,6.3,Subject015
30,6.25,Subject015
31,6.24,Subject015
32,6.21,Subject015
33,6.2,Subject015
34,6.28,Subject015
35,6.37,Subject015
36,6.38,Subject015
37,6.34,Subject015
38,6.31,Subject015
39,6.28,Subject015
40,6.44,Subject015
41,6.67,Subject015
42,6.68,Subject015
43,6.63,Subject015
44,6.57,Subject015
45,6.51,Subject015
46,6.56,Subject015
47,6.65,Subject015
48,6.77,Subject015
49,6.83,Subject015
50,6.83,Subject015
51,6.79,Subject015
52,6.81,Subject015
53,6.96,Subject015
54,7.02,Subject015
55,7.02,Subject015
56,6.98,Subject015
57,6.9,Subject015
58,6.87,Subject015
59,6.89,Subject015
60,6.91,Subject015
61,6.9,Subject015
62,6.95,Subject015
63,7.25,Subject015
64,7.35,Subject015
65,7.3,Subject015
66,7.23,Subject015
67,7.18,Subject015
68,7.15,Subject015
69,7.1,Subject015
70,7.07,Subject015
71,7.25,Subject015
72,7.34,Subject015
73,7.31,Subject015
74,7.23,Subject015
75,7.17,Subject015
76,7.12,Subject015
77,7.08,Subject015
78,7.07,Subject015
79,7.06,Subject015
80,7.02,Subject015
81,6.97,Subject015
82,6.94,Subject015
83,6.97,Subject015
84,7.12,Subject015
85,7.23,Subject015
86,7.19,Subject015
87,7.14,Subject015
88,7.06,Subject015
89,6.98,Subject015
90,6.91,Subject015
91,7.07,Subject015
92,7.25,Subject015
93,7.22,Subject015
94,7.15,Subject015
95,7.09,Subject015
96,7.03,Subject015
97,7.04,Subject015
98,7.04,Subject015
99,7.01,Subject015
100,7.07,Subject015
101,7.1,Subject015
102,7.07,Subject015
103,7.1,Subject015
104,7.11,Subject015
105,7.06,Subject015
106,6.99,Subject015
107,6.9,Subject015
108,6.83,Subject015
109,6.77,Subject015
110,6.75,Subject015
111,6.85,Subject015
112,6.89,Subject015
113,6.89,Subject015
114,6.95,Subject015
115,6.96,Subject015
116,6.9,Subject015
117,6.85,Subject015
118,6.88,Subject015
119,7.02,Subject015
120,7.02,Subject015
121,6.93,Subject015
122,6.88,Subject015
123,6.86,Subject015
124,6.86,Subject015
125,6.94,Subject015
126,6.96,Subject015
127,6.91,Subject015
128,6.89,Subject015
129,6.9,Subject015
130,6.96,Subject015
131,7.02,Subject015
132,6.97,Subject015
133,6.91,Subject015
134,6.85,Subject015
135,6.81,Subject015
136,6.88,Subject015
137,6.94,Subject015
138,6.93,Subject015
139,6.91,Subject015
140,6.91,Subject015
141,6.98,Subject015
142,7.08,Subject015
143,7.11,Subject015
144,7.06,Subject015
145,7.0,Subject015
146,6.94,Subject015
147,6.91,Subject015
148,7.05,Subject015
149,7.18,Subject015
150,7.21,Subject015
151,7.18,Subject015
152,7.11,Subject015
153,7.06,Subject015
154,7.02,Subject015
155,7.05,Subject015
156,7.07,Subject015
157,7.03,Subject015
158,6.97,Subject015
159,6.97,Subject015
160,7.06,Subject015
161,7.11,Subject015
162,7.23,Subject015
163,7.27,Subject015
164,7.2,Subject015
165,7.12,Subject015
166,7.05,Subject015
167,7.04,Subject015
168,7.12,Subject015
169,7.13,Subject015
170,7.08,Subject015
171,7.03,Subject015
172,6.98,Subject015
173,6.95,Subject015
174,6.91,Subject015
175,6.9,Subject015
176,6.91,Subject015
177,6.92,Subject015
178,6.9,Subject015
179,6.88,Subject015
180,6.89,Subject015
181,6.88,Subject015
182,6.85,Subject015
183,6.82,Subject015
184,6.78,Subject015
185,6.75,Subject015
186,6.79,Subject015
187,6.83,Subject015
188,7.0,Subject015
189,7.19,Subject015
190,7.16,Subject015
191,7.09,Subject015
192,7.01,Subject015
193,6.93,Subject015
194,6.85,Subject015
195,6.84,Subject015
196,6.85,Subject015
197,6.87,Subject015
198,6.99,Subject015
199,7.2,Subject015
200,7.19,Subject015
201,7.14,Subject015
202,7.06,Subject015
203,6.93,Subject015
204,6.9,Subject015
205,6.88,Subject015
206,7.0,Subject015
207,7.09,Subject015
208,7.11,Subject015
209,7.17,Subject015
210,7.24,Subject015
211,7.29,Subject015
212,7.36,Subject015
213,7.34,Subject015
214,7.31,Subject015
215,7.28,Subject015
216,7.21,Subject015
217,7.13,Subject015
218,7.1,Subject015
219,7.26,Subject015
220,7.47,Subject015
221,7.48,Subject015
222,7.46,Subject015
223,7.39,Subject015
224,7.34,Subject015
225,7.41,Subject015
226,7.5,Subject015
227,7.54,Subject015
228,7.48,Subject015
229,7.39,Subject015
230,7.34,Subject015
231,7.26,Subject015
232,7.17,Subject015
233,7.11,Subject015
234,7.08,Subject015
235,7.23,Subject015
236,7.38,Subject015
237,7.4,Subject015
238,7.42,Subject015
239,7.4,Subject015
240,7.37,Subject015
241,7.32,Subject015
242,7.26,Subject015
243,7.35,Subject015
244,7.39,Subject015
245,7.34,Subject015
246,7.26,Subject015
247,7.21,Subject015
248,7.17,Subject015
249,7.11,Subject015
250,7.06,Subject015
251,7.11,Subject015
252,7.2,Subject015
253,7.25,Subject015
254,7.3,Subject015
255,7.31,Subject015
256,7.27,Subject015
257,7.25,Subject015
258,7.2,Subject015
259,7.13,Subject015
260,7.05,Subject015
261,7.01,Subject015
262,7.02,Subject015
263,7.07,Subject015
264,7.1,Subject015
265,7.12,Subject015
266,7.24,Subject015
267,7.37,Subject015
268,7.34,Subject015
269,7.28,Subject015
270,7.2,Subject015
271,7.15,Subject015
272,7.16,Subject015
273,7.16,Subject015
274,7.11,Subject015
275,7.05,Subject015
276,7.02,Subject015
277,7.07,Subject015
278,7.11,Subject015
279,7.11,Subject015
280,7.21,Subject015
281,7.27,Subject015
282,7.23,Subject015
283,7.19,Subject015
284,7.17,Subject015
285,7.2,Subject015
286,7.28,Subject015
287,7.35,Subject015
288,7.29,Subject015
289,7.22,Subject015
290,7.17,Subject015
291,7.24,Subject015
292,7.3,Subject015
293,7.26,Subject015
294,7.25,Subject015
295,7.25,Subject015
296,7.2,Subject015
297,7.15,Subject015
298,7.28,Subject015
299,7.47,Subject015
300,7.46,Subject015
301,7.39,Subject015
302,7.39,Subject015
303,7.48,Subject015
304,7.5,Subject015
305,7.49,Subject015
306,7.59,Subject015
307,7.66,Subject015
308,7.7,Subject015
309,7.72,Subject015
310,7.72,Subject015
311,7.78,Subject015
312,7.9,Subject015
313,7.94,Subject015
314,7.94,Subject015
315,7.94,Subject015
316,7.93,Subject015
317,7.98,Subject015
318,8.04,Subject015
319,8.01,Subject015
320,7.93,Subject015
321,7.88,Subject015
322,8.07,Subject015
323,8.17,Subject015
324,8.19,Subject015
325,8.28,Subject015
326,8.33,Subject015
327,8.29,Subject015
328,8.38,Subject015
329,8.46,Subject015
330,8.51,Subject015
331,8.61,Subject015
332,8.76,Subject015
333,8.9,Subject015
334,8.96,Subject015
335,8.96,Subject015
336,8.92,Subject015
337,9.01,Subject015
338,9.1,Subject015
339,9.13,Subject015
340,9.27,Subject015
341,9.33,Subject015
342,9.36,Subject015
343,9.37,Subject015
344,9.34,Subject015
345,9.23,Subject015
346,9.2,Subject015
347,9.22,Subject015
348,9.18,Subject015
349,9.06,Subject015
350,9.0,Subject015
351,8.95,Subject015
352,8.84,Subject015
353,8.8,Subject015
354,8.87,Subject015
355,8.85,Subject015
356,8.82,Subject015
357,8.91,Subject015
358,9.01,Subject015
359,8.95,Subject015
360,8.86,Subject015
361,8.79,Subject015
362,8.7,Subject015
363,8.59,Subject015
364,8.56,Subject015
365,8.74,Subject015
366,8.84,Subject015
367,8.81,Subject015
368,8.72,Subject015
369,8.62,Subject015
370,8.5,Subject015
371,8.52,Subject015
372,8.69,Subject015
373,8.68,Subject015
374,8.71,Subject015
375,8.77,Subject015
376,8.82,Subject015
377,8.8,Subject015
378,8.72,Subject015
379,8.66,Subject015
